CARD.  1. CARD ONE 
"Q.22. SINCE YOU HAVE BEEN IN THE CHINA-BURMA-INDIA THEATER, HOW MANY TALKS BY OFFICERS HAVE YOU HEARD ABOUT VENEREAL DISEASE OR SEX PROBLEMS*  1. NONE 2. ONE OR TWO TALKS 3. THREE OR FOUR TALKS 4. MORE THAN FOUR TALKS 0. NO ANSWER "
"Q.23. SINCE YOU HAVE BEEN IN THE CHINA-BURMA-INDIA THEATER, HAVE YOU SEEN ANY FILMS ABOUT VENEREAL DISEASE OR SEX PROBLEMS*  1. YES 2. NO 3. DON,T REMEMBER 0. NO ANSWER "
"Q.24. HOW WOULD YOU RATE YOUR OWN GENERAL KNOWLEDGE ABOUT VENEREAL DISEASES*  1. I HAVE COMPLETE KNOWLEDGE OF THE SUBJECT 2. I HAVE A PRETTY FAIR KNOWLEDGE OF THE SUBJECT 3. I DON,T KNOW MUCH ABOUT THE SUBJECT 4. I DON,T KNOW ANYTHING AT ALL ABOUT THE SUBJECT 0. NO ANSWER "
Q.25. HOW IMPORTANT IS IT TO YOU PERSONALLY TO KNOW AS MUCH AS POSSIBLE ABOUT VENEREAL DISEASES*  1. IT IS VERY IMPORTANT TO ME 2. IT IS PRETTY IMPORTANT TO ME 3. IT IS NOT SO IMPORTANT TO ME 4. IT IS NOT IMPORTANT AT ALL TO ME 0. NO ANSWER 
Q.26. HOW DID YOU FIND OUT THE THINGS YOU KNOW ABOUT VENEREAL DISEASE*  1. OTHER PEOPLE WHO HAD A VENEREAL DISEASE TOLD ME ABOUT IT 2. NOT CHOSEN 
Q.26. HOW DID YOU FIND OUT THE THINGS YOU KNOW ABOUT VENEREAL DISEASE*  151 1. I READ ABOUT VENEREAL DISEASE IN NEWSPAPERS 419 2. NOT CHOSEN 
Q.26. HOW DID YOU FIND OUT THE THINGS YOU KNOW ABOUT VENEREAL DISEASE*  311 1. I READ ABOUT VENEREAL DISEASE IN BOOKS AND MAGAZINES 259 2. NOT CHOSEN 
Q.26. HOW DID YOU FIND OUT THE THINGS YOU KNOW ABOUT VENEREAL DISEASE*  413 1. I HEARD LECTURES ABOUT VENEREAL DISEASE 157 2. NOT CHOSEN 
Q.26. HOW DID YOU FIND OUT THE THINGS YOU KNOW ABOUT VENEREAL DISEASE*  211 1. I TALKED TO DOCTORS ABOUT VENEREAL DISEASE 359 2. NOT CHOSEN 
Q.26. HOW DID YOU FIND OUT THE THINGS YOU KNOW ABOUT VENEREAL DISEASE*  425 1. I SAW FILMS ABOUT VENEREAL DISEASE 145 2. NOT CHOSEN 
Q.26. HOW DID YOU FIND OUT THE THINGS YOU KNOW ABOUT VENEREAL DISEASE*  92 1. I HAD A VENEREAL DISEASE 478 2. NOT CHOSEN 
Q.26. HOW DID YOU FIND OUT THE THINGS YOU KNOW ABOUT VENEREAL DISEASE*  7 1. SOME OTHER SOURCE 563 2. NOT CHOSEN 
Q.26. HOW DID YOU FIND OUT THE THINGS YOU KNOW ABOUT VENEREAL DISEASE*  6 1. NO ANSWER 564 2. NOT CHOSEN 
"Q.27. HAVE YOU EVER HAD SEXUAL INTERCOURSE SINCE BEING IN THE CHINA-BURMA-INDIA THEATER*  1. YES, I HAVE HAD SEXUAL INTERCOURSE SINCE BEING IN THE CBI 2. NO, I HAVE NOT HAD SEXUAL INTERCOURSE SINCE BEING IN THE CBI 0. NO ANSWER "
"Q.28. ABOUT HOW OFTEN HAVE YOU HAD SEXUAL INTERCOURSE SINCE YOU HAVE BEEN IN THE CHINA-BURMA-INDIA THEATER*  1. I HAVE HAD SEXUAL INTERCOURSE SEVERAL TIMES A MONTH, OR MORE 2. ABOUT ONCE A MONTH 3. VERY RARELY 4. I HAVE NOT HAD SEXUAL INTERCOURSE SINCE BEING IN THE CBI 0. NO ANSWER "
"Q.29. SINCE YOU HAVE BEEN IN THE CBI HAVE YOU BEEN GETTING SEXUAL INTERCOURSE MORE OFTEN, OR LESS OFTEN THAN YOU USED TO HAVE IT BACK HOME*  1. MORE OFTEN THAN BACK HOME 2. ABOUT THE SAME AS BACK HOME 3. LESS OFTEN THAN BACK HOME 4. I HAVE NOT HAD SEXUAL INTERCOURSE SINCE BEING IN THE CBI 0. NO ANSWER "
"Q.30. WHEN YOU HAVE SEXUAL INTERCOURSE OVER HERE DO YOU USUALLY PAY CASH FOR IT*  1. I ALWAYS PAY CASH FOR IT 2. I SOMETIMES PAY CASH, AND I SOMETIMES GET IT FREE 3. I NEVER PAY CASH 4. I HAVE NOT HAD SEXUAL INTERCOURSE SINCE BEING IN THE CBI 0. NO ANSWER "
Q.31. WHEN YOU HAVE SEXUAL INTERCOURSE OVER HERE DO YOU USE A CONDOM (RUBBER)*  1. I ALWAYS USE A CONDOM 2. I USUALLY USE A CONDOM 3. I USE A CONDOM ABOUT HALF THE TIME 4. I SOMETIMES USE A CONDOM 5. I NEVER USE A CONDOM 6. I HAVE NOT HAD SEXUAL INTERCOURSE SINCE BEING IN THE CBI 0. NO ANSWER 
"Q.32. WHEN YOU HAVE SEXUAL INTERCOURSE HOW OFTEN DO YOU GET A ""PRO"" (PROPHYLAXIS) AFTERWARD*  1. I NEVER GET A ""PRO"" 2. I SOMETIMES GET A ""PRO"" 3. I GET A ""PRO"" ABOUT HALF THE TIME 4. I USUALLY GET A ""PRO"" 5. I ALWAYS GET A ""PRO"" 6. I HAVE NOT HAD SEXUAL INTERCOURSE SINCE BEING IN THE CBI 0. NO ANSWER "
"Q.33. SINCE YOU HAVE BEEN IN THE CBI HOW MUCH BEER, WINE, OR LIQUOR HAVE YOU BEEN DRINKING*  1. I AM DRINKING MORE THAN BACK HOME 2. I AM DRINKING ABOUT THE SAME AMOUNT AS BACK HOME 3. I AM DRINKING LESS THAN BACK HOME 4. I NEVER DRINK BEER, WINE, OR LIQUOR 0. NO ANSWER "
"Q.34. WHEN YOU ARE AWAY FROM CAMP, AND HAVE A FEW DRINKS, DO YOU USUALLY END UP BY HAVING SEXUAL INTERCOURSE*  1. I USUALLY HAVE SEXUAL INTERCOURSE AFTER I,VE BEEN DRINKING 2. I SOMETIMES HAVE SEXUAL INTERCOURSE AFTER I,VE BEEN DRINKING 3. I NEVER HAVE SEXUAL INTERCOURSE AFTER I,VE BEEN DRINKING 4. I NEVER DRINK BEER, WINE OR LIQUOR 0. NO ANSWER "
"Q.35. REGARDLESS OF WHAT YOU HAVE DONE IN THE PAST, DO YOU THINK YOU WILL HAVE SEXUAL INTERCOURSE, IN THE FUTURE, WHILE YOU ARE IN CBI*  1. YES, I PROBABLY WILL 2. I MIGHT, BUT I,M NOT SURE 3. NO, I NEVER EXPECT TO HAVE INTERCOURSE WHILE IN THE CBI 0. NO ANSWER "
"Q.36. DO YOU FEEL THAT THE LONGER YOU ARE IN THE CBI YOU BECOME MORE INTERESTED OR LESS INTERESTED, IN HAVING SEXUAL INTERCOURSE*  1. I BECOME MORE INTERESTED THE LONGER I STAY HERE 2. MY INTEREST STAYS ABOUT THE SAME 3. I BECOME LESS INTERESTED THE LONGER I STAY HERE 4. I NEVER EXPECT TO HAVE SEXUAL INTERCOURSE WHILE IN THE CBI 0. NO ANSWER "
"Q.37. WHICH ONE OF THE FOLLOWING IDEAS DO YOU THINK IS THE BEST WAY TO PREVENT THE MEN IN YOUR OUTFIT FROM GETTING VENEREAL DISEASES*  1. GIVE SEVERE PUNISHMENT IF A SOLDIER GETS A VENEREAL DISEASE 2. HAVE A FREE SUPPLY OF CONDOMS FOR THE MEN IN THE OUTFIT 3. GIVE MORE LECTURES ON SEX PROBLEMS 4. HAVE MORE RECREATIONAL FACILITIES 5. PUT ""PRO"" (PROPHYLAXIS) STATIONS WHERE THEY CAN BE REACHED EASILY 6. SOME OTHER IDEA 0. NO ANSWER "
"Q.38. IF A MAN GETS A VENEREAL DISEASE AND THE RECORD SHOWS THAT HE DID NOT GET A ""PRO"" AFTER INTERCOURSE, DO YOU THINK HE SHOULD BE PUNISHED*  1. YES, HE SHOULD BE PUNISHED 2. NO, HE SHOULD NOT BE PUNISHED 0. NO ANSWER "
"Q.39. THE ARMY SUPPLIES, UPON REQUEST, WHAT IS CALLED A ""V-PACKETTE PROPHYLACTIC KIT"", WHICH A SOLDIER CAN USE BY HIMSELF AFTER INTERCOURSE. DO YOU FEEL YOU HAVE HAD ENOUGH INSTRUCTION TO USE SUCH AN INDIVIDUAL ""PRO"" KIT YOURSELF*  1. YES, I KNOW HOW TO USE A V-PACKETTE ""PRO"" KIT 2. NO, I DON,T KNOW HOW TO USE A V-PACKETTE ""PRO"" KIT 3. I NEVER HEARD OF A V-PACKETTE ""PRO"" KIT 0. NO ANSWER "
Q.40A. HAVING A CASE OF GONORRHEA (CLAP) IS NO MORE SERIOUS THAN HAVING A BAD COLD*  1. TRUE 2. FALSE 0. NO ANSWER 
Q.40B. THE ONLY WAY A PERSON CAN GET SYPHILIS OR GONORRHEA IS TO BE INFECTED WITH THE GERMS WHICH CAUSE THESE DISEASES*  1. TRUE 2. FALSE 0. NO ANSWER 
Q.40C. GONORRHEA (CLAP) IS FREQUENTLY CAUGHT FROM TOILET SEATS*  1. TRUE 2. FALSE 0. NO ANSWER 
Q.40D. THE WASSERMAN AND KAHN TESTS SHOW WHETHER A PERSON HAS GONORRHEA (CLAP)*  1. TRUE 2. FALSE 0. NO ANSWER 
"Q.40. A PROPHYLAXIS (""PRO"") TAKEN MORE THAN TWO HOURS AFTER SEXUAL INTERCOURSE IS OF LITTLE VALUE*  1. TRUE 2. FALSE 0. NO ANSWER "
Q.40F. IF A WOMAN HAS A VENEREAL DISEASE SHE IS CERTAIN TO KNOW IT*  1. TRUE 2. FALSE 0. NO ANSWER 
"Q.40G. WEARING A CONDOM (RUBBER) DURING SEXUAL INTERCOURSE, AND GETTING A PROPHYLAXIS (""PRO"") AFTERWARDS, WILL ALWAYS PREVENT ONE FROM GETTING A VENEREAL DISEASE*  1. TRUE 2. FALSE 0. NO ANSWER "
"Q.41. HOW MUCH DO YOU WORRY ABOUT GETTING A VENEREAL DISEASE*  1. I WORRY ABOUT IT A LOT 2. I WORRY ABOUT IT SOMEWHAT 3. I DON,T WORRY ABOUT IT AT ALL 0. NO ANSWER "
"Q.42A. ASSAM FOLLIES (HUMP HAPPY)*  1. SAW IT AND LIKED IT 2. SAW IT AND DIDN,T LIKE IT 3. DID NOT SEE THE SHOW 0. NO ANSWER "
"Q.42B. JOE E. BROWN*  1. SAW IT AND LIKED IT 2. SAW IT AND DIDN,T LIKE IT 3. DID NOT SEE THE SHOW 0. NO ANSWER "
"Q.42C. SWING PATROL ORCHESTRA*  1. SAW IT AND LIKED IT 2. SAW IT AND DIDN,T LIKE IT 3. DID NOT SEE THE SHOW 0. NO ANSWER "
"Q.42D. PAULETTE GODDARD SHOW*  1. SAW IT AND LIKED IT 2. SAW IT AND DIDN,T LIKE IT 3. DID NOT SEE THE SHOW 0. NO ANSWER "
"Q.42E. HEY ROOKIE (YARD BIRDS)*  1. SAW IT AND LIKED IT 2. SAW IT AND DIDN,T LIKE IT 3. DID NOT SEE THE SHOW 0. NO ANSWER "
"Q.43. OF THE ABOVE SHOWS THAT YOU SAW WHICH ONE DID YOU LIKE BEST*  1. ASSAM FOLLIES (HUMP HAPPY) 2. JOE E. BROWN 3. SWING PATROL ORCHESTRA 4. PAULETTE GODDARD SHOW 5. HEY ROOKIE (YARD BIRDS) 6. I DIDN,T SEE ANY OF THE SHOWS 0. NO ANSWER "
"Q.44. SOME PEOPLE HAVE SAID THAT SEVERAL OF THE SHOWS LISTED ABOVE HAD REMARKS THAT WERE DIRTY OR IMMORAL. DO YOU PERSONALLY THINK THAT ANY OF THESE SHOWS WERE TOO DIRTY*  1. YES, ASSAM FOLLIES (HUMP HAPPY) 2. YES, JOE E. BROWN 3. YES, SWING PATROL ORCHESTRA 4. YES, PAULETTE GODDARD SHOW 5. YES, HEY ROOKIE (YARD BIRDS) 6. NO 7. I DIDN,T SEE ANY OF THE SHOWS 0. NO ANSWER P. THE RESEARCH UNIT HAS ALSO BEEN ASKED BY ARMY DOCTORS TO STUDY THE ATTITUDES OF SOLDIERS TOWARD THE PREVENTION OF MALARIA. THE IMPORTANCE OF CONTROLLING THIS DISEASE AS A FACTOR IN THE SUCCESSFUL PROSECUTION OF THE WAR IS NOT ALWAYS REALIZED. WE ARE MOST INTERESTED, THEREFORE, IN KNOWING WHAT YOU THINK ABOUT IT. "
"Q.45. HOW MUCH DO YOU WORRY ABOUT GETTING MALARIA*  1. I WORRY ABOUT IT A LOT 2. I WORRY ABOUT IT SOMEWHAT 3. I DON,T WORRY ABOUT IT AT ALL 0. NO ANSWER "
"Q.46. REGARDLESS OF WHAT YOU HOPE, DO YOU THINK YOU WILL GET MALARIA SOMETIME BEFORE YOU LEAVE THE CHINA-BURMA-INDIA THEATER*  1. YES, I THINK I PROBABLY WILL GET MALARIA 2. NO, I THINK I PROBABLY WILL NOT GET MALARIA 3. I DON,T CARE ONE WAY OR THE OTHER 0. NO ANSWER "
"Q.47. SINCE YOU HAVE BEEN IN THE CHINA-BURMA-INDIA THEATER, HOW MANY TALKS BY OFFICERS HAVE YOU HEARD ABOUT MALARIA AND MALARIA CONTROL*  1. NONE 2. ONE OR TWO TALKS 3. THREE OR FOUR TALKS 4. MORE THAN FOUR TALKS 0. NO ANSWER "
"Q.48. SINCE YOU HAVE BEEN IN CHINA-BURMA-INDIA THEATER HAVE YOU SEEN ANY FILMS ABOUT MALARIA AND MALARIA CONTROL*  1. YES 2. NO 3. DON,T REMEMBER 0. NO ANSWER "
"Q.49. HOW WOULD YOU RATE YOUR OWN GENERAL KNOWLEDGE ABOUT MALARIA AND MALARIA CONTROL*  1. I HAVE COMPLETE KNOWLEDGE OF THE SUBJECT 2. I HAVE A PRETTY FAIR KNOWLEDGE OF THE SUBJECT 3. I DON,T KNOW MUCH ABOUT THE SUBJECT 4. I DON,T KNOW ANYTHING AT ALL ABOUT THE SUBJECT 0. NO ANSWER "
Q.50. HOW IMPORTANT IS IT TO YOU PERSONALLY TO KNOW AS MUCH AS POSSIBLE ABOUT MALARIA AND MALARIA CONTROL*  1. IT IS VERY IMPORTANT TO ME 2. IT IS PRETTY IMPORTANT TO ME 3. IT IS NOT SO IMPORTANT TO ME 4. IT IS NOT IMPORTANT AT ALL TO ME 0. NO ANSWER 
Q.51. HOW DID YOU FIND OUT THE THINGS YOU NOW KNOW ABOUT MALARIA*  1. OTHER PEOPLE WHO HAD MALARIA TOLD ME ABOUT IT 2. NOT CHOSEN 
Q.51. HOW DID YOU FIND OUT THE THINGS YOU NOW KNOW ABOUT MALARIA*  128 1. I READ ABOUT MALARIA IN THE NEWSPAPERS 442 2. NOT CHOSEN 
Q.51. HOW DID YOU FIND OUT THE THINGS YOU NOW KNOW ABOUT MALARIA*  253 1. I READ ABOUT MALARIA IN BOOKS AND MAGAZINES 317 2. NOT CHOSEN 
Q.51. HOW DID YOU FIND OUT THE THINGS YOU NOW KNOW ABOUT MALARIA*  426 1. I HEARD LECTURES ABOUT MALARIA 144 2. NOT CHOSEN 
Q.51. HOW DID YOU FIND OUT THE THINGS YOU NOW KNOW ABOUT MALARIA*  140 1. I TALKED TO DOCTORS ABOUT MALARIA 430 2. NOT CHOSEN 
Q.51. HOW DID YOU FIND OUT THE THINGS YOU NOW KNOW ABOUT MALARIA*  316 1. I SAW FILMS ABOUT MALARIA 254 2. NOT CHOSEN X. COL. 80 NOT USED. CARD 2 
CARD.  2. CARD TWO 
DECK.  146. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
X. QUESTION 51 CONTINUED.  1. I HAD MALARIA MYSELF 2. NOT CHOSEN 
X. QUESTION 51 CONTINUED.  5 1. SOME OTHER SOURCE 565 2. NOT CHOSEN 
X. QUESTION 51 CONTINUED.  14 1. NO ANSWER 556 2. NOT CHOSEN 
"Q.52. IF SOME OF THE MEN YOU KNOW DO NOT TAKE PROPER PRECAUTIONS AGAINST GETTING MALARIA, WHAT DO YOU THINK IS THE MAIN REASON FOR THIS*  1. THEY DON,T KNOW ENOUGH ABOUT WHAT TO DO 2. THEY THINK THEY MAY GET MALARIA ANYWAY 3. THEY DON,T REALLY CARE WHETHER THEY GET MALARIA OR NOT 4. IT IS JUST TOO MUCH BOTHER TO TAKE PRECAUTIONS 5. SOME OTHER REASON 0. NO ANSWER "
"Q.53. ATABRINE IS A MEDICINE IN TABLET FORM WHICH IS GIVEN TO MEN IN AREAS WHERE THERE IS A LOT OF MALARIA. FROM WHAT YOU HAVE HEARD, DO YOU THINK THAT ATABRINE CAUSES ANY HARM OR INJURY TO THE MEN WHO TAKE IT*  1. YES 2. NO 3. DON,T KNOW 0. NO ANSWER "
"Q.54. WHICH ONE OF THE FOLLOWING STATEMENTS COMES CLOSEST TO YOUR OWN IDEA OF HOW GOOD ATABRINE IS IN CONTROLLING MALARIA*  1. TAKING ATABRINE IS A SURE WAY TO KEEP FROM GETTING MALARIA 2. TAKING ATABRINE WON,T KEEP YOU FROM GETTING MALARIA, BUT IT WILL KEEP YOU FROM FEELING SICK FOR A WHILE IF YOU HAVE MALARIA 3. ATABRINE IS NO HELP AT ALL IN CONTROLLING MALARIA 4. UNDECIDED 0. NO ANSWER "
"Q.55. HOW OFTEN DO YOU USE MOSQUITO REPELLENT ON YOUR FACE, HANDS AND CLOTHES AFTER DARK*  1. EVERY NIGHT 2. MOST OF THE TIME 3. ABOUT HALF OF THE TIME 4. VERY SELDOM 0. NO ANSWER "
"Q.56. WHY DON,T YOU USE MOSQUITO REPELLENT MORE OFTEN THAN YOU DO*  1. I DO USE IT EVERY NIGHT 2. CARELESSNESS 3. NO NEED 4. NOT AVAILABLE 5. BURNS THE SKIN 6. OTHER CRITICISMS 7. ALL OTHER ANSWERS 8. DON,T GO OUT NIGHTS 0. NO ANSWER "
"Q.57. IF YOU HAVE USED MOSQUITO REPELLENT, HOW LONG DO YOU FIND IT WILL KEEP MOSQUITOES AWAY*  1. 1 HOUR 2. 3 HOURS 3. 4 HOURS 4. 6 HOURS 0. NO ANSWER "
Q.58. HOW OFTEN ARE YOUR BARRACKS SPRAYED TO KILL MOSQUITOES*  1. EVERY DAY 2. EVERY FEW DAYS 3. ONCE A WEEK 4. NEVER SPRAYED 0. NO ANSWER 
Q.59. IF YOUR SLEEPING QUARTERS ARE SPRAYED EVERY DAY WHAT TIME OF THE DAY IS IT USUALLY DONE*  1. EARLY MORNING 2. MIDDLE OF THE DAY 3. LATE AFTERNOON 4. MY QUARTERS ARE NOT SPRAYED EVERY DAY 0. NO ANSWER 
Q.60. WOULD YOU SAY THAT THE SPRAYING IN YOUR QUARTERS IS CAREFULLY DONE OR POORLY DONE*  1. SPRAYING IN MY QUARTERS IS CAREFULLY DONE 2. SPRAYING IN MY QUARTERS IS POORLY DONE 3. MY QUARTERS ARE NOT SPRAYED AT ALL 0. NO ANSWER 
"Q.61. ARE THE DOOR SCREENS AND WINDOW SCREENS IN YOUR SLEEPING QUARTERS IN GOOD REPAIR NOW*  1. YES, THEY ARE IN GOOD REPAIR 2. NO, THEY ARE IN NEED OF FIXING 3. THERE ARE NO SCREENS WHERE I SLEEP 0. NO ANSWER "
Q.62. LAST TIME THE DOOR SCREENS OR WINDOW SCREENS IN YOUR SLEEPING QUARTERS NEEDED REPAIR HOW LONG WAS IT BEFORE THEY WERE FIXED*  1. THE SCREENS HAVE NEVER NEEDED REPAIRS 2. THERE ARE NO SCREENS WHERE I SLEEP 3. ONE WEEK 4. ONE MONTH 5. NEVER 0. NO ANSWER 
"Q.63. THE LAST TIME REPAIRS WERE NEEDED FOR DOORS, SCREENS OR WINDOW SCREENS IN YOUR SLEEPING QUARTERS, HOW DID THE MEN WHO LIVE THERE GET THEM FIXED*  1. WE REPORTED IT TO THE PROPER AUTHORITIES AND THEY HAD IT FIXED 2. WE DIDN,T REPORT IT FIGURING THAT IT WOULD BE REPAIRED ANYHOW 3. WE FIXED IT OURSELVES 4. THE SCREENS HAVE NEVER NEEDED REPAIRS 5. THERE ARE NO SCREENS WHERE I SLEEP 0. NO ANSWER "
"Q.64. WHICH OF THE FOLLOWING STATEMENTS COMES CLOSEST TO YOUR OWN IDEA OF HOW THE MOSQUITO BOMB SHOULD BE USED*  1. YOU LOOK FOR THE MOSQUITOES AND TRY TO GET THE SPRAY TO HIT THEM DIRECTLY 2. YOU SPRAY IT ALL AROUND THE HUT OR TENT VERY QUICKLY AND RE-CAP THE BOMB 3. YOU SET THE BOMB IN THE MIDDLE OF THE HUT OR TENT AND LEAVE THE CAP OFF 4. I DON,T KNOW WHAT A MOSQUITO BOMB IS 0. NO ANSWER "
"Q.65. WHEN THE WEATHER GETS VERY HOT, DO YOU SOMETIMES FIND THAT YOU CAN ONLY SLEEP BY REMOVING THE MOSQUITO NETTING*  1. YES, I HAVE TO REMOVE THE NETTING 2. NO, I DON,T HAVE TO REMOVE THE NETTING 0. NO ANSWER "
