CARD.  1. CARD ONE 
"Q.13A. DID YOU SEE ANY EVIDENCE IN YOUR OVERSEAS AREA THAT THE ROTATION PLAN WAS MESSED UP OR DELAYED IN ANY WAY* (NO, I DID NOT SEE ANY EVIDENCE OF THIS; YES, I SAW SOME EVIDENCE OF THIS, BUT NOT MUCH; YES, I SAW LOTS OF EVIDENCE OF THIS)  Q.13B. HOW MUCH DID KNOWING ABOUT THIS BOTHER YOU* (VERY MUCH; QUITE A BIT; NOT SO MUCH; NOT AT ALL; I DID NOT SEE ANY EVIDENCE OF THIS)  01. NO TO PART A, ANY ANSWER TO PART B 02. YES, SOME AND VERY MUCH 03. YES, SOME AND QUITE A BIT 04. YES, SOME AND NOT SO MUCH 05. YES, SOME AND NOT AT ALL 06. YES, LOTS AND VERY MUCH 07. YES, LOTS AND QUITE A BIT 08. YES, LOTS AND NOT SO MUCH 09. YES, LOTS AND NOT AT ALL 10. NO ANSWER ON BOTH A AND B 11. YES, SOME AND NO ANSWER 12. YES, LOTS AND NO ANSWER X. QUESTIONS 14A AND 14B CODED TOGETHER. "
"Q.14A. DID YOU SEE ANY EVIDENCE IN YOUR OVERSEAS AREA THAT OFFICERS TOOK UNFAIR ADVANTAGE OF THEIR RANK AND PRIVILEGES* (NO, I DID NOT SEE ANY EVIDENCE OF THIS; YES, I SAW SOME EVIDENCE OF THIS, BUT NOT MUCH; YES, I SAW LOTS OF EVIDENCE OF THIS)  Q.14B. HOW MUCH DID SEEING EVIDENCE OF THIS BOTHER YOU* (VERY MUCH; QUITE A BIT; NOT SO MUCH; NOT AT ALL; I DID NOT SEE ANY EVIDENCE OF THIS)  01. NO TO PART A, ANY ANSWER TO PART B 02. YES, SOME AND VERY MUCH 03. YES, SOME AND QUITE A BIT 04. YES, SOME AND NOT SO MUCH 05. YES, SOME AND NOT AT ALL 06. YES, LOTS AND VERY MUCH 07. YES, LOTS AND QUITE A BIT 08. YES, LOTS AND NOT SO MUCH 09. YES, LOTS AND NOT AT ALL 10. NO ANSWER ON BOTH A AND B 11. YES, SOME AND NO ANSWER 12. YES, LOTS AND NO ANSWER X. QUESTIONS 15A AND 15B CODED TOGETHER. "
"Q.15A. DID YOU SEE ANY EVIDENCE IN YOUR OVERSEAS AREA THAT OFFICERS DID NOT TAKE A PERSONAL INTEREST IN THE WELFARE OF THEIR MEN* (NO, I DID NOT SEE ANY EVIDENCE OF THIS; YES, I SAW SOME EVIDENCE OF THIS, BUT NOT MUCH; YES, I SAW LOTS OF EVIDENCE OF THIS)  Q.15B. HOW MUCH DID SEEING EVIDENCE OF THIS BOTHER YOU* (VERY MUCH; QUITE A BIT; NOT SO MUCH; NOT AT ALL; I DID NOT SEE ANY EVIDENCE OF THIS)  01. NO TO PART A, ANY ANSWER TO PART B 02. YES, SOME AND VERY MUCH 03. YES, SOME AND QUITE A BIT 04. YES, SOME AND NOT SO MUCH 05. YES, SOME AND NOT AT ALL 06. YES, LOTS AND VERY MUCH 07. YES, LOTS AND QUITE A BIT 08. YES, LOTS AND NOT SO MUCH 09. YES, LOTS AND NOT AT ALL 10. NO ANSWER ON BOTH A AND B 11. YES, SOME AND NO ANSWER 12. YES, LOTS AND NO ANSWER "
"Q.16A. DO YOU KNOW OF ANY CASES IN YOUR OVERSEAS AREA WHERE MEN WERE NOT GIVEN THEIR FAIR SHARE OF PASSES* (NO, I DO NOT KNOW ANY SUCH CASES; YES, I KNOW SOME CASES, BUT NOT MANY; YES, I KNOW OF MANY SUCH CASES)  Q.16B. HOW MUCH DID KNOWING ABOUT THIS BOTHER YOU* (VERY MUCH; QUITE A BIT; NOT SO MUCH; NOT AT ALL; I DID NOT KNOW OF ANY SUCH CASES)  01. NO TO PART A, ANY ANSWER TO PART B 02. YES, SOME AND VERY MUCH 03. YES, SOME AND QUITE A BIT 04. YES, SOME AND NOT SO MUCH 05. YES, SOME AND NOT AT ALL 06. YES, LOTS AND VERY MUCH 07. YES, LOTS AND QUITE A BIT 08. YES, LOTS AND NOT SO MUCH 09. YES, LOTS AND NOT AT ALL 10. NO ANSWER ON BOTH A AND B 11. YES, SOME AND NO ANSWER 12. YES, LOTS AND NO ANSWER "
"Q.17A. DO YOU KNOW OF ANY CASES IN YOUR OVERSEAS AREA IN WHICH ENTERTAINMENT AND RECREATIONAL FACILITIES WERE NOT AS GOOD AS THEY COULD HAVE BEEN UNDER THE CIRCUMSTANCES* (NO, I DO NOT KNOW OF ANY SUCH CASES; YES, I KNOW OF SOME CASES, BUT NOT MANY; YES, I KNOW OF MANY SUCH CASES)  Q.17B. HOW MUCH DID KNOWING ABOUT THIS BOTHER YOU* (VERY MUCH; QUITE A BIT; NOT SO MUCH; NOT AT ALL; I DO NOT KNOW OF ANY SUCH CASES)  01. NO TO PART A, ANY ANSWER TO PART B 02. YES, SOME AND VERY MUCH 03. YES, SOME AND QUITE A BIT 04. YES, SOME AND NOT SO MUCH 05. YES, SOME AND NOT AT ALL 06. YES, LOTS AND VERY MUCH 07. YES, LOTS AND QUITE A BIT 08. YES, LOTS AND NOT SO MUCH 09. YES, LOTS AND NOT AT ALL 10. NO ANSWER ON BOTH A AND B 11. YES, SOME AND NO ANSWER 12. YES, LOTS AND NO ANSWER "
"Q.18A. DO YOU KNOW OF ANY CASES IN YOUR OVERSEAS AREA IN WHICH POST EXCHANGES DID NOT HAVE THE SUPPLIES THEY SHOULD HAVE HAD UNDER THE CIRCUMSTANCES* (NO, I DO NOT KNOW OF ANY SUCH CASES; YES, I KNOW OF SOME CASES, BUT NOT MANY; YES, I KNOW OF MANY SUCH CASES)  Q.18B. HOW MUCH DID KNOWING ABOUT THIS BOTHER YOU* (VERY MUCH; QUITE A BIT; NOT SO MUCH; NOT AT ALL; I DO NOT KNOW OF ANY SUCH CASES)  01. NO TO PART A, ANY ANSWER TO PART B 02. YES, SOME AND VERY MUCH 03. YES, SOME AND QUITE A BIT 04. YES, SOME AND NOT SO MUCH 05. YES, SOME AND NOT AT ALL 06. YES, LOTS AND VERY MUCH 07. YES, LOTS AND QUITE A BIT 08. YES, LOTS AND NOT SO MUCH 09. YES, LOTS AND NOT AT ALL 10. NO ANSWER ON BOTH A AND B 11. YES, SOME AND NO ANSWER 12. YES, LOTS AND NO ANSWER "
"Q.19A. DO YOU KNOW OF ANY CASES IN YOUR OVERSEAS AREA IN WHICH ARMY FOOD WAS POORER THAN IT HAD TO BE* (NO, I DO NOT KNOW OF ANY SUCH CASES; YES, I KNOW OF SOME CASES, BUT NOT MANY; YES, I KNOW OF MANY SUCH CASES) Q.19B. HOW MUCH DID KNOWING ABOUT THIS BOTHER YOU* (VERY MUCH; QUITE A BIT; NOT SO MUCH; NOT AT ALL; I DO NOT KNOW OF ANY SUCH CASES)  01. NO TO PART A, ANY ANSWER TO PART B 02. YES, SOME AND VERY MUCH 03. YES, SOME AND QUITE A BIT 04. YES, SOME AND NOT SO MUCH 05. YES, SOME AND NOT AT ALL 06. YES, LOTS AND VERY MUCH 07. YES, LOTS AND QUITE A BIT 08. YES, LOTS AND NOT SO MUCH 09. YES, LOTS AND NOT AT ALL 10. NO ANSWER ON BOTH A AND B 11. YES, SOME AND NO ANSWER 12. YES, LOTS AND NO ANSWER X. QUESTIONS 20A AND 20B CODED TOGETHER. "
"Q.20A. DO YOU KNOW OF ANY MEN IN YOUR OVERSEAS AREA WHO GOT PROMOTIONS WHEN THEY DID NOT DESERVE THEM* (NO, I DO NOT KNOW OF ANY SUCH MEN; YES, I KNOW OF SOME MEN, BUT NOT MANY; YES, I KNOW OF MANY SUCH MEN)  Q.20B. HOW MUCH DID KNOWING ABOUT THIS BOTHER YOU* (VERY MUCH; QUITE A BIT; NOT SO MUCH; NOT AT ALL; I DO NOT KNOW OF ANY SUCH MEN)  01. NO TO PART A, ANY ANSWER TO PART B 02. YES, SOME AND VERY MUCH 03. YES, SOME AND QUITE A BIT 04. YES, SOME AND NOT SO MUCH 05. YES, SOME AND NOT AT ALL 06. YES, LOTS AND VERY MUCH 07. YES, LOTS AND QUITE A BIT 08. YES, LOTS AND NOT SO MUCH 09. YES, LOTS AND NOT AT ALL 10. NO ANSWER ON BOTH A AND B 11. YES, SOME AND NO ANSWER 12. YES, LOTS AND NO ANSWER X. QUESTIONS 21A AND 21B CODED TOGETHER. "
"Q.21A. DO YOU KNOW OF ANY MEN IN YOUR OVERSEAS AREA WHO WERE BUSTED WHEN THEY DID NOT DESERVE TO BE* (NO, I DO NOT KNOW OF ANY SUCH MEN; YES, I KNOW OF SOME MEN, BUT NOT MANY; YES, I KNOW OF MANY SUCH MEN)  Q.21B. HOW MUCH DID KNOWING ABOUT THIS BOTHER YOU* (VERY MUCH; QUITE A BIT; NOT SO MUCH; NOT AT ALL; I DO NOT KNOW OF ANY SUCH MEN)  01. NO TO PART A, ANY ANSWER TO PART B 02. YES, SOME AND VERY MUCH 03. YES, SOME AND QUITE A BIT 04. YES, SOME AND NOT SO MUCH 05. YES, SOME AND NOT AT ALL 06. YES, LOTS AND VERY MUCH 07. YES, LOTS AND QUITE A BIT 08. YES, LOTS AND NOT SO MUCH 09. YES, LOTS AND NOT AT ALL 10. NO ANSWER ON BOTH A AND B 11. YES, SOME AND NO ANSWER 12. YES, LOTS AND NO ANSWER X. QUESTIONS 22A AND 22B CODED TOGETHER. "
"Q.22A. DO YOU KNOW OF ANY MEN IN YOUR OVERSEAS AREA WHO WOULD HAVE BEEN PROMOTED IF REPLACEMENTS WITH RATINGS HAD NOT BEEN SENT IN TO FILL THE VACANCIES* (NO, I DO NOT KNOW OF ANY SUCH MEN; YES, I KNOW OF SOME MEN, BUT NOT MANY; YES, I KNOW OF MANY SUCH MEN)  Q.22B. HOW MUCH DID KNOWING ABOUT THIS BOTHER YOU* (VERY MUCH; QUITE A BIT; NOT SO MUCH; NOT AT ALL; I DO NOT KNOW OF ANY SUCH MEN)  01. NO TO PART A, ANY ANSWER TO PART B 02. YES, SOME AND VERY MUCH 03. YES, SOME AND QUITE A BIT 04. YES, SOME AND NOT SO MUCH 05. YES, SOME AND NOT AT ALL 06. YES, LOTS AND VERY MUCH 07. YES, LOTS AND QUITE A BIT 08. YES, LOTS AND NOT SO MUCH 09. YES, LOTS AND NOT AT ALL 10. NO ANSWER ON BOTH A AND B 11. YES, SOME AND NO ANSWER 12. YES, LOTS AND NO ANSWER "
"Q.23A. IN GENERAL, HOW WOULD YOU SAY THE MORALE WAS IN YOUR OVERSEAS OUTFIT*  1. VERY HIGH 2. FAIRLY HIGH 3. JUST SO-SO 4. FAIRLY LOW 5. VERY LOW 0. NO ANSWER X. Q.23B AND Q.24 NOT CODED BY SURVEY ORGANIZATION. "
"Q.25. ON THE WHOLE, WHAT DO YOU THINK OF THE IDEA OF HAVING SUCH REDISTRIBUTION STATIONS AS THIS ONE FOR RETURNING SOLDIERS*  1. IT IS A GOOD IDEA IN ALL WAYS 2. IT IS A GOOD IDEA IN MOST WAYS, BUT NOT IN OTHER WAYS 3. IT IS A POOR IDEA IN MOST WAYS, BUT NOT IN OTHER WAYS 4. IT IS A POOR IDEA IN ALL WAYS 0. NO ANSWER "
Q.26. HOW DOES THE TREATMENT YOU GET FROM ARMY PERSONNEL HERE COMPARE WITH THE TREATMENT YOU RECEIVED FROM ARMY PERSONNEL IN MOST OTHER ARMY INSTALLATIONS YOU HAVE BEEN IN*  1. IT IS BETTER HERE 2. IT IS ABOUT THE SAME 3. IT IS WORSE HERE 0. NO ANSWER 
"Q.28. AFTER THE WAR, DO YOU THINK THE UNITED STATES SHOULD DRAFT ALL YOUNG MEN FOR A CERTAIN AMOUNT OF ARMY TRAINING DURING PEACETIME OR SHOULD WE GO BACK TO THE REGULAR ARMY SYSTEM OF TAKING VOLUNTEERS ONLY*  1. DRAFT ALL YOUNG MEN FOR A CERTAIN AMOUNT OF TRAINING 2. GO BACK TO TAKING VOLUNTEERS ONLY 3. UNDECIDED 0. NO ANSWER "
"Q.29. IN GENERAL, WHAT SORT OF PHYSICAL CONDITION WOULD YOU SAY YOU ARE IN AT THE PRESENT TIME*  1. VERY GOOD PHYSICAL CONDITION 2. GOOD PHYSICAL CONDITION 3. FAIR PHYSICAL CONDITION 4. POOR PHYSICAL CONDITION 5. VERY POOR PHYSICAL CONDITION 0. NO ANSWER P. THE OFFICE OF THE SURGEON GENERAL IS INTERESTED IN FINDING OUT ABOUT THE HEALTH OF SOLDIERS LIKE YOURSELF. PLEASE ANSWER THESE QUESTIONS CAREFULLY EVEN THOUGH SOME OF THEM MAY SOUND STRANGE TO YOU. "
"Q.30A. ARE YOU EVER TROUBLED BY YOUR HANDS SWEATING SO THAT THEY FEEL DAMP AND CLAMMY*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
Q.30B. HOW OFTEN ARE YOU BOTHERED BY HAVING AN UPSET STOMACH*  1. NEARLY ALL THE TIME 2. PRETTY OFTEN 3. NOT VERY OFTEN 4. NEVER 0. NO ANSWER 
Q.30C. DO YOU OFTEN HAVE TROUBLE IN GETTING TO SLEEP OR STAYING ASLEEP*  1. VERY OFTEN 2. SOMETIMES 3. ALMOST NEVER 0. NO ANSWER 
Q.30D. DO YOUR HANDS EVER TREMBLE ENOUGH TO BOTHER YOU*  1. VERY OFTEN 2. SOMETIMES 3. ALMOST NEVER 0. NO ANSWER 
Q.30E. ARE YOU EVER BOTHERED BY NERVOUSNESS*  1. VERY OFTEN 2. SOMETIMES 3. ALMOST NEVER 0. NO ANSWER 
Q.30F. ARE YOU EVER WORRIED AND UPSET*  1. I AM HARDLY EVER WORRIED AND UPSET 2. I AM SOMETIMES WORRIED AND UPSET 3. I AM OFTEN WORRIED AND UPSET 0. NO ANSWER 
"Q.30G. IN GENERAL, WHAT SORT OF A TIME DO YOU HAVE IN THE ARMY*  1. I HAVE A PRETTY GOOD TIME 2. IT,S ABOUT FIFTY-FIFTY 3. I HAVE A PRETTY ROTTEN TIME 0. NO ANSWER "
"Q.30H. IN GENERAL, HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME, IN GOOD SPIRITS OR IN LOW SPIRITS*  1. I AM USUALLY IN GOOD SPIRITS 2. I AM IN GOOD SPIRITS SOME OF THE TIME IN LOW SPIRITS SOME OF THE TIME 3. I AM USUALLY IN LOW SPIRITS 0. NO ANSWER "
Q.31A. AUSTRALIA*  1. A LOT 2. SOME BUT NOT MANY 3. NONE 0. NO ANSWER 
Q.31B. CHINA*  1. A LOT 2. SOME BUT NOT MANY 3. NONE 0. NO ANSWER 
Q.31C. ENGLAND*  1. A LOT 2. SOME BUT NOT MANY 3. NONE 0. NO ANSWER 
Q.31D. FRANCE*  1. A LOT 2. SOME BUT NOT MANY 3. NONE 0. NO ANSWER 
Q.31E. ITALY*  1. A LOT 2. SOME BUT NOT MANY 3. NONE 0. NO ANSWER 
Q.31F. NEW ZEALAND*  1. A LOT 2. SOME BUT NOT MANY 3. NONE 0. NO ANSWER 
Q.32A. AUSTRALIA*  1. A LOT 2. SOME BUT NOT MUCH 3. NONE 0. NO ANSWER 
Q.32B. CANADA*  1. A LOT 2. SOME BUT NOT MUCH 3. NONE 0. NO ANSWER 
Q.32C. CHINA*  1. A LOT 2. SOME BUT NOT MUCH 3. NONE 0. NO ANSWER 
Q.32D. ENGLAND*  1. A LOT 2. SOME BUT NOT MUCH 3. NONE 0. NO ANSWER 
Q.32E. FRANCE*  1. A LOT 2. SOME BUT NOT MUCH 3. NONE 0. NO ANSWER 
Q.32F. ITALY*  1. A LOT 2. SOME BUT NOT MUCH 3. NONE 0. NO ANSWER 
Q.32G. RUSSIA*  1. A LOT 2. SOME BUT NOT MUCH 3. NONE 0. NO ANSWER 
Q.33. SO YOU THINK CHINA IS OR IS NOT DOING HER SHARE IN HELPING WIN THE WAR*  1. DOING MORE THAN HER SHARE 2. DOING HER SHARE 3. NOT DOING HER SHARE 4. UNDECIDED 0. NO ANSWER 
Q.34. DO YOU THINK RUSSIA IS OR IS NOT DOING HER SHARE IN HELPING WIN THE WAR*  1. DOING MORE THAN HER SHARE 2. DOING HER SHARE 3. NOT DOING HER SHARE 4. UNDECIDED 0. NO ANSWER 
Q.35. DO YOU THINK THE UNITED STATES IS OR IS NOT DOING HER SHARE IN HELPING WIN THE WAR*  1. DOING MORE THAN HER SHARE 2. DOING HER SHARE 3. NOT DOING HER SHARE 4. UNDECIDED 0. NO ANSWER 
Q.36. DO YOU THINK ENGLAND IS OR IS NOT DOING HER SHARE IN HELPING WIN THE WAR*  1. DOING MORE THAN HER SHARE 2. DOING HER SHARE 3. NOT DOING HER SHARE 4. UNDECIDED 0. NO ANSWER X. COLS. 77-80 NOT USED. CARD 2 
CARD.  2. CARD TWO 
DECK.  172. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM.  1. FORM A QUESTIONNAIRE 2. FORM B QUESTIONNAIRE 
Q.37. DO YOU THINK FRANCE IS OR IS NOT DOING HER SHARE IN HELPING WIN THE WAR*  1. DOING MORE THAN HER SHARE 2. DOING HER SHARE 3. NOT DOING HER SHARE 4. UNDECIDED 0. NO ANSWER 
Q.38A. DO YOU THINK THERE WILL BE ANOTHER WAR IN THE NEXT 25 YEARS OR SO*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER 
"Q.38B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT* (WRITE THE NAME OF THE COUNTRY IN THE BLANK BELOW)  1. ARGENTINA 2. NOT CHOSEN "
"Q.38B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT* (WRITE THE NAME OF THE COUNTRY IN THE BLANK BELOW)  58 1. CHINA 4622 2. NOT CHOSEN "
"Q.38B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT* (WRITE THE NAME OF THE COUNTRY IN THE BLANK BELOW)  1017 1. ENGLAND 3663 2. NOT CHOSEN "
"Q.38B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT* (WRITE THE NAME OF THE COUNTRY IN THE BLANK BELOW)  18 1. FRANCE 4662 2. NOT CHOSEN "
"Q.38B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT* (WRITE THE NAME OF THE COUNTRY IN THE BLANK BELOW)  159 1. GERMANY 4521 2. NOT CHOSEN "
"Q.38B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT* (WRITE THE NAME OF THE COUNTRY IN THE BLANK BELOW)  7 1. ITALY 4673 2. NOT CHOSEN "
"Q.38B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT* (WRITE THE NAME OF THE COUNTRY IN THE BLANK BELOW)  45 1. JAPAN 4635 2. NOT CHOSEN "
"Q.38B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT* (WRITE THE NAME OF THE COUNTRY IN THE BLANK BELOW)  835 1. RUSSIA 3845 2. NOT CHOSEN "
"Q.38B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT* (WRITE THE NAME OF THE COUNTRY IN THE BLANK BELOW)  177 1. UNITED STATES 4503 2. NOT CHOSEN "
"Q.38B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT* (WRITE THE NAME OF THE COUNTRY IN THE BLANK BELOW)  25 1. OTHER 4655 2. NOT CHOSEN "
"Q.38B. IF YOU THINK THERE WILL BE ANOTHER WAR, WHAT COUNTRY DO YOU THINK WILL BE MOST TO BLAME FOR IT* (WRITE THE NAME OF THE COUNTRY IN THE BLANK BELOW)  2525 1. NO ANSWER 2155 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  1. ARGENTINA 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  104 1. CHINA 4576 2. NOT CHOSEN "
